text,label,mensaje_limpio,tokens,score,prediccion
Mensaje gratis: ¡Tono de llamada! De: http://tms. www.widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam,Mensaje gratis: Tono de llamada De: http://tms. www.widelive.com/index. wml id 1b6a5ecef91ff9 37819 first true18:0430 JUL 05,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'URL', 'URL', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD']",5,spam
"Conocemos a alguien que conoces y que le gustas. Llama al 09058097218 para saber quién. Apartado postal 6, LS15HB 150p",spam,Conocemos a alguien que conoces y que le gustas. Llama al 09058097218 para saber quién. Apartado postal 6 LS15HB 150p,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",3,ham
"¡URGENTE! ¡Su móvil número 07xxxxxxxxx ganó un premio adicional de £ 2000 para quien llamó el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! llama al 09066362231 lo antes posible! CAJA97N7QP, 150PPM",spam,URGENTE Su móvil número 07xxxxxxxxx ganó un premio adicional de 2000 para quien llamó el 06/02/03 Este es el segundo intento de comunicarnos con USTED llama al 09066362231 lo antes posible CAJA97N7QP 150PPM,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",5,spam
¿Quieres un nuevo videoteléfono? 750 en cualquier momento ¿algún minuto de red? ¿Alquiler de línea a mitad de precio y texto gratis durante 3 meses? Responde o llama al 08000930705 para envío gratis,spam,Quieres un nuevo videoteléfono 750 en cualquier momento algún minuto de red Alquiler de línea a mitad de precio y texto gratis durante 3 meses Responde o llama al 08000930705 para envío gratis,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD']",3,ham
"Hace tiempo que no sé nada de U4. Llámame ahora, estoy aquí toda la noche solo con las bragas puestas. Hazme rogar por ello como lo hiciste la última vez 01223585236 XX Luv Nikiyu4.net",spam,Hace tiempo que no sé nada de U4. Llámame ahora estoy aquí toda la noche solo con las bragas puestas. Hazme rogar por ello como lo hiciste la última vez 01223585236 XX Luv Nikiyu4.net,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD']",3,ham
FreeMsg: Me siento un poco. Sólo espero que te guste. ¡Hazme compañía! ¿Tienes una cámara? ¿Quieres ver mi foto? Envía un mensaje de texto o responde FECHA al 82242 Msg150p 2rcv Hlp 08712317606 pasa al 82242,spam,FreeMsg: Me siento un poco. Sólo espero que te guste. Hazme compañía Tienes una cámara Quieres ver mi foto Envía un mensaje de texto o responde FECHA al 82242 Msg150p 2rcv Hlp 08712317606 pasa al 82242,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD']",4,spam
Tono de llamada superior gratuito -subir al tono de llamada semanal-obtener la primera semana gratis-enviar SUBPOLY al 81618-?3 por semana-detener sms-08718727870,spam,Tono de llamada superior gratuito subir al tono de llamada semanal obtener la primera semana gratis enviar SUBPOLY al 81618 3 por semana detener sms 08718727870,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']",4,spam
"Doble Mins y 1000 txts en tarifas Orange. ¡Lo último de Motorola, SonyEricsson y Nokia con Bluetooth GRATIS! Llame a MobileUpd8 al 08000839402 o call2optout/HF8",spam,Doble Mins y 1000 txts en tarifas Orange. Lo último de Motorola SonyEricsson y Nokia con Bluetooth GRATIS Llame a MobileUpd8 al 08000839402 o call2optout/HF8,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD']",4,spam
"Gana el nuevo ÛÏHarry Potter y la Orden del Fénix (Libro 5) responde HARRY, responde 5 preguntas: ¡oportunidad de ser el primero entre los lectores!",spam,Gana el nuevo ÛÏHarry Potter y la Orden del Fénix Libro 5 responde HARRY responde 5 preguntas: oportunidad de ser el primero entre los lectores,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",1,ham
"SU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llame ahora = 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tarifa",spam,SU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llame ahora 08707509020 Solo 20 peniques por minuto NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional tarifa,"['WORD', 'CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'CAPS', 'CAPS', 'CAPS', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",9,spam
¿Tenías tu móvil hace 11 meses? Actualice GRATIS a los últimos móviles con cámara en color de Orange y llamadas ilimitadas los fines de semana. Llame a Mobile Upd8 en Freefone 08000839402 o 2StopTxt,spam,Tenías tu móvil hace 11 meses Actualice GRATIS a los últimos móviles con cámara en color de Orange y llamadas ilimitadas los fines de semana. Llame a Mobile Upd8 en Freefone 08000839402 o 2StopTxt,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD']",4,spam
LLAME al 08712402578 inmediatamente ya que hay un mensaje urgente esperándolo.,spam,LLAME al 08712402578 inmediatamente ya que hay un mensaje urgente esperándolo.,"['CAPS', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",4,spam
¡Nuestro Servicio de Citas te está contactando alguien que conoces! Para saber quién es llama desde tu móvil o fijo 09064017305 PoBox75LDNS7,spam,Nuestro Servicio de Citas te está contactando alguien que conoces Para saber quién es llama desde tu móvil o fijo 09064017305 PoBox75LDNS7,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD']",3,ham
"pdate_Now: doble minutos y 1000 txts en tarifas Orange. ¡Lo último de Motorola, SonyEricsson, Nokia y Bluetooth GRATIS! Llame a MobileUpd8 al 08000839402 o llame a2optout/!YHL",spam,pdate Now: doble minutos y 1000 txts en tarifas Orange. Lo último de Motorola SonyEricsson Nokia y Bluetooth GRATIS Llame a MobileUpd8 al 08000839402 o llame a2optout/ YHL,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'CAPS']",5,spam
"Querido, has sido invitado a XCHAT. ¡Este es nuestro último intento de contactarte! Envía CHAT al 86688",spam,Querido has sido invitado a XCHAT. Este es nuestro último intento de contactarte Envía CHAT al 86688,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD']",2,ham
¡El premio Urgent Ur å£500 garantizado aún no ha sido reclamado! Llame al 09066368327 AHORA fecha de cierre 09/04/02 código de reclamo M39M51 å £1.50 pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,El premio Urgent Ur å 500 garantizado aún no ha sido reclamado Llame al 09066368327 AHORA fecha de cierre 09/04/02 código de reclamo M39M51 å 1.50 pmmorefrommobile2Bremoved MobyPOBox734LS27YF,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",4,spam
"Cliente de Orange, ahora puede reclamar su actualización GRATUITA a TELÉFONO CON CÁMARA por su fidelidad. Llame ahora al 0207 153 9996. La oferta finaliza el 14 de marzo. Se aplican términos y condiciones. Optar por no participar disponible",spam,Cliente de Orange ahora puede reclamar su actualización GRATUITA a TELÉFONO CON CÁMARA por su fidelidad. Llame ahora al 0207 153 9996. La oferta finaliza el 14 de marzo. Se aplican términos y condiciones. Optar por no participar disponible,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'CAPS', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",4,spam
"SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= ***** cancelar la suscripción con STOP. sin cargo adicional. ayuda: 08700469649. APARTADO DE CORREOS 420. IP4 5WE",spam,SERVICIOS DE SMS. Para obtener créditos de texto incluidos vaya a www.comuk.net login cancelar la suscripción con STOP. sin cargo adicional. ayuda: 08700469649. APARTADO DE CORREOS 420. IP4 5WE,"['CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'URL', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD']",10,spam
"Felicitaciones, recibió 500 vales de CD o 125 obsequios garantizados y entrada gratuita. 2 sorteos semanales de 100 mensajes de texto de MÚSICA a 87066 TnC www.Ldew.com1win150ppmx3age16",spam,Felicitaciones recibió 500 vales de CD o 125 obsequios garantizados y entrada gratuita. 2 sorteos semanales de 100 mensajes de texto de MÚSICA a 87066 TnC www.Ldew.com1win150ppmx3age16,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'URL']",3,ham
"respectivamente. Repito, simplemente envía un mensaje de texto con la palabra ok en tu teléfono móvil y envíalo.",spam,respectivamente. Repito simplemente envía un mensaje de texto con la palabra ok en tu teléfono móvil y envíalo.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",0,ham
"Puede donar £2,50 al fondo de apoyo a desastres por tsunamis asiáticos de UNICEF enviando un mensaje de texto con la palabra DONAR al 864233. Se agregarán £2,50 a su próxima factura.",spam,Puede donar 2 50 al fondo de apoyo a desastres por tsunamis asiáticos de UNICEF enviando un mensaje de texto con la palabra DONAR al 864233. Se agregarán 2 50 a su próxima factura.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",2,ham
"Gracias por su pedido de tonos de llamada, referencia T91. Se le cobrarán 4 GBP por semana. Puedes darte de baja en cualquier momento llamando a atención al cliente al 09057039994",spam,Gracias por su pedido de tonos de llamada referencia T91. Se le cobrarán 4 GBP por semana. Puedes darte de baja en cualquier momento llamando a atención al cliente al 09057039994,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']",4,spam
"¡Última oportunidad! ¡Reclame hoy sus vales de descuento por valor de £ 150! ¡Envía COMPRAR al 85023 ahora! SavaMob, ¡ofrece móvil! T Cs SavaMob POBOX84, M263UZ. £ 3,00 Sub. dieciséis",spam,Última oportunidad Reclame hoy sus vales de descuento por valor de 150 Envía COMPRAR al 85023 ahora SavaMob ofrece móvil T Cs SavaMob POBOX84 M263UZ. 3 00 Sub. dieciséis,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",1,ham
"Puedes GANAR £100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.Idew.com SkillGame, 1Winaweek, 16 años. 150ppermessSuscripción",spam,Puedes GANAR 100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.Idew.com SkillGame 1Winaweek 16 años. 150ppermessSuscripción,"['WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'URL', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",5,spam
"RECORDATORIO DE O2: Para obtener 2,50 libras de crédito de llamada gratis y detalles de excelentes ofertas, responda 2 este mensaje de texto con su nombre válido, número de casa y código postal.",spam,RECORDATORIO DE O2: Para obtener 2 50 libras de crédito de llamada gratis y detalles de excelentes ofertas responda 2 este mensaje de texto con su nombre válido número de casa y código postal.,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",1,ham
Tienes 1 nuevo correo de voz. Por favor llame al 08719181503,spam,Tienes 1 nuevo correo de voz. Por favor llame al 08719181503,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']",3,ham
"Felicitaciones, puedes reclamar 2 entradas VIP fila A 2 C Blu en concierto en noviembre o regalo de Blu garantizado Llama al 09061104276 para reclamar TS&C www.smsco.net costo £3.75 máx.",spam,Felicitaciones puedes reclamar 2 entradas VIP fila A 2 C Blu en concierto en noviembre o regalo de Blu garantizado Llama al 09061104276 para reclamar TS C www.smsco.net costo 3.75 máx.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'URL', 'WORD', 'WORD', 'WORD', 'WORD']",6,spam
Usted es un ganador y ha sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Hable con un operador en vivo para reclamar llame al 087147123779 am-7 pm. Cuesta 10p,spam,Usted es un ganador y ha sido seleccionado especialmente para recibir 1000 en efectivo o un premio de 2000. Hable con un operador en vivo para reclamar llame al 087147123779 am 7 pm. Cuesta 10p,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",3,ham
"Urgente -llamar al 09066649731 desde Teléfono Fijo. Sus vacaciones en Ibiza 4* de cortesía o £10,000 en efectivo esperan su cobro Términos y condiciones de SAE PO BOX 434 SK3 8WP 150ppm 18+",spam,Urgente llamar al 09066649731 desde Teléfono Fijo. Sus vacaciones en Ibiza 4 de cortesía o 10 000 en efectivo esperan su cobro Términos y condiciones de SAE PO BOX 434 SK3 8WP 150ppm 18,"['WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",5,spam
¿Cómo es que a un niño que le teme a la oscuridad le toma tan poco tiempo convertirse en un adolescente que quiere pasar la noche fuera?,spam,Cómo es que a un niño que le teme a la oscuridad le toma tan poco tiempo convertirse en un adolescente que quiere pasar la noche fuera,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",0,ham
"Esta es la segunda vez que intentamos contactarte. Has ganado el premio de 750 libras esterlinas. 2 reclamar es fácil, llama al 087187272008 AHORA1! Sólo 10p por minuto. BT-tarifa-nacional.",spam,Esta es la segunda vez que intentamos contactarte. Has ganado el premio de 750 libras esterlinas. 2 reclamar es fácil llama al 087187272008 AHORA1 Sólo 10p por minuto. BT tarifa nacional.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",3,ham
¿Tenías tu móvil hace 10 meses? Actualice GRATIS a los últimos teléfonos con cámara/vídeo de Orange. Ahorre £ con mensajes de texto y llamadas de fin de semana gratuitos. Envíe un mensaje de texto SÍ para recibir una devolución de llamada o no para optar por no participar,spam,Tenías tu móvil hace 10 meses Actualice GRATIS a los últimos teléfonos con cámara/vídeo de Orange. Ahorre con mensajes de texto y llamadas de fin de semana gratuitos. Envíe un mensaje de texto SÍ para recibir una devolución de llamada o no para optar por no participar,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']",1,ham
"Fantasy Football está de vuelta en tu televisor. Vaya a Sky Gamestar en Sky Active y juegue al Dream Team de £ 250 mil. La puntuación comienza el sábado, ¡así que regístrese ahora! SKY OPT OUT al 88088",spam,Fantasy Football está de vuelta en tu televisor. Vaya a Sky Gamestar en Sky Active y juegue al Dream Team de 250 mil. La puntuación comienza el sábado así que regístrese ahora SKY OPT OUT al 88088,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'CAPS', 'CAPS', 'WORD', 'WORD']",3,ham
