text,label,mensaje_limpio,tokens
"Gracias por su pedido de tono de llamada, número de referencia X29. Tu móvil se cargará 4,50. Si su tono no llega, llame a atención al cliente 09065989180",1,Gracias por su pedido de tono de llamada número de referencia X29. Tu móvil se cargará 4 50. Si su tono no llega llame a atención al cliente 09065989180,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']"
"Hola, 07734396839 Oferta de fidelización del cliente de IBH: ¡El NUEVO móvil NOKIA6600 desde SÓLO £ 10 en TXTAUCTION! Envíe un mensaje de texto: COMIENCE al número: 81151 y obtenga el suyo ahora.",1,Hola 07734396839 Oferta de fidelización del cliente de IBH: El NUEVO móvil NOKIA6600 desde SÓLO 10 en TXTAUCTION Envíe un mensaje de texto: COMIENCE al número: 81151 y obtenga el suyo ahora.,"['WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"¿Tenías tu contrato de móvil de 11 meses? ¡Lo último de Motorola, Nokia, etc., todo GRATIS! Doble Minutos y Textos en tarifas Orange. ENVÍA UN MENSAJE SÍ para devolver la llamada, no para eliminarlo de los registros.",1,Tenías tu contrato de móvil de 11 meses Lo último de Motorola Nokia etc. todo GRATIS Doble Minutos y Textos en tarifas Orange. ENVÍA UN MENSAJE SÍ para devolver la llamada no para eliminarlo de los registros.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"Como cliente valioso, me complace informarle que después de una revisión reciente de su número de Mob, recibirá un premio de bonificación de £ 1500, llame al 09066364589.",1,Como cliente valioso me complace informarle que después de una revisión reciente de su número de Mob recibirá un premio de bonificación de 1500 llame al 09066364589.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']"
UR otorgó un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto a STORE al 88039.SkilGme.TsCs087147403231Winawk!Edad16+å£1.50porWKsub,1,UR otorgó un City Break y podría GANAR unas compras de verano de 200 cada semana. Envíe un mensaje de texto a STORE al 88039.SkilGme.TsCs087147403231Winawk Edad16 å 1.50porWKsub,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD']"
"¡Felicitaciones! 2 Videoteléfonos móviles 3G R tuyos. llama al 09061744553 ahora! chatea por video con tus amigos, juega juegos java, descarga música poliH, no hay alquiler en línea. bx420. ip4. 5nosotros. 150 p.m.",1,Felicitaciones 2 Videoteléfonos móviles 3G R tuyos. llama al 09061744553 ahora chatea por video con tus amigos juega juegos java descarga música poliH no hay alquiler en línea. bx420. ip4. 5nosotros. 150 p.m.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
Ringtone Club: ¡Gr8 nuevos polis directos a tu móvil cada semana!,1,Ringtone Club: Gr8 nuevos polis directos a tu móvil cada semana,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llame al 09065174042. Para cancelar su suscripción, responda REVEAL STOP. 1.50 por mensaje registrado. Atención al cliente 07821230901",1,Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llame al 09065174042. Para cancelar su suscripción responda REVEAL STOP. 1.50 por mensaje registrado. Atención al cliente 07821230901,"['WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']"
Usted es un ganador y ha sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Hable con un operador en vivo para reclamar llame al 087147123779 am-7 pm. Cuesta 10p,1,Usted es un ganador y ha sido seleccionado especialmente para recibir 1000 en efectivo o un premio de 2000. Hable con un operador en vivo para reclamar llame al 087147123779 am 7 pm. Cuesta 10p,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
Hola soy demanda. Tengo 20 años y trabajo como lapdancer. Me encanta el sexo. Envíame un mensaje de texto en vivo: ahora estoy en mi habitación. envíe un mensaje de texto con SUE al 89555. Por TextOperator G2 1DA 150 ppmsg 18+,1,Hola soy demanda. Tengo 20 años y trabajo como lapdancer. Me encanta el sexo. Envíame un mensaje de texto en vivo: ahora estoy en mi habitación. envíe un mensaje de texto con SUE al 89555. Por TextOperator G2 1DA 150 ppmsg 18,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
fanáticos de los deportes: obtenga las últimas noticias deportivas str* 2 ur mobile 1 semana GRATIS MÁS un TONO GRATIS Envíe un mensaje de texto con SPORT ON al 8007 www.getzed.co.uk 0870141701216+ norma 4txt/120p,1,fanáticos de los deportes: obtenga las últimas noticias deportivas str 2 ur mobile 1 semana GRATIS MÁS un TONO GRATIS Envíe un mensaje de texto con SPORT ON al 8007 www.getzed.co.uk 0870141701216 norma 4txt/120p,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'CAPS', 'WORD', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'URL', 'PHONE', 'WORD', 'WORD', 'WORD']"
"Hola, las chicas de SEXYCHAT están esperando que les envíes un mensaje de texto. Envía mensajes de texto ahora para pasar una excelente noche de charla. envía STOP para detener este servicio",1,Hola las chicas de SEXYCHAT están esperando que les envíes un mensaje de texto. Envía mensajes de texto ahora para pasar una excelente noche de charla. envía STOP para detener este servicio,"['WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD']"
"¡URGENTE! Su número de móvil **************** ¡GANÓ un premio de bonificación de £2000 para llamadas el 06/10/03! ¡Este es el segundo intento de comunicarnos con usted! ¡Llame al 09066368753 lo antes posible! Caja 97N7QP, 150 ppm",1,URGENTE Su número de móvil GANÓ un premio de bonificación de 2000 para llamadas el 06/10/03 Este es el segundo intento de comunicarnos con usted Llame al 09066368753 lo antes posible Caja 97N7QP 150 ppm,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"RECORDATORIO DE O2: Para obtener 2,50 libras de crédito de llamada gratis y detalles de excelentes ofertas, responda 2 este mensaje de texto con su nombre válido, número de casa y código postal.",1,RECORDATORIO DE O2: Para obtener 2 50 libras de crédito de llamada gratis y detalles de excelentes ofertas responda 2 este mensaje de texto con su nombre válido número de casa y código postal.,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
¿Te gustaría ver mis fotos XXX? ¡Son tan calientes que casi fueron prohibidas en el Reino Unido!,1,Te gustaría ver mis fotos XXX Son tan calientes que casi fueron prohibidas en el Reino Unido,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"¡Alguien tímido ha solicitado nuestro servicio de citas! LLAME 09058091870 AHORA todo será revelado. POBox84, M26 3UZ 150p",1,Alguien tímido ha solicitado nuestro servicio de citas LLAME 09058091870 AHORA todo será revelado. POBox84 M26 3UZ 150p,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'PHONE', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"¡¡GANADOR!! Como valioso cliente de la red, ha sido seleccionado para recibir un premio de £900. Para reclamar llame al 09061701461. Código de reclamo KL341. Válido sólo 12 horas.",1,GANADOR Como valioso cliente de la red ha sido seleccionado para recibir un premio de 900. Para reclamar llame al 09061701461. Código de reclamo KL341. Válido sólo 12 horas.,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"Mila, 23 años, rubia, nueva en Reino Unido. Busco sexo con chicos del Reino Unido. si te gusta divertirte conmigo. Envíe MTALK al 69866.18. 30pp/txt 1º 5gratis. En incrementos de £1,50. Ayuda08718728876",1,Mila 23 años rubia nueva en Reino Unido. Busco sexo con chicos del Reino Unido. si te gusta divertirte conmigo. Envíe MTALK al 69866.18. 30pp/txt 1º 5gratis. En incrementos de 1 50. Ayuda08718728876,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD']"
Kit Strip: te han facturado 150 peniques. Netcollex Ltd. Apartado postal 1013 IG11 OJA,1,Kit Strip: te han facturado 150 peniques. Netcollex Ltd. Apartado postal 1013 IG11 OJA,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS']"
"HOT LIVE FANTASIES llame ahora al 08707500020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional",1,HOT LIVE FANTASIES llame ahora al 08707500020 Solo 20 peniques por minuto NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional,"['CAPS', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"¡URGENTE! Su número de móvil recibió un premio adicional de £2000 para llamadas el 9 de mayo de 2003. ¡Éste es nuestro último intento de contactarlo! Llamada desde Fijo 09064019788 BOX42WR29C, 150PPM",1,URGENTE Su número de móvil recibió un premio adicional de 2000 para llamadas el 9 de mayo de 2003. Éste es nuestro último intento de contactarlo Llamada desde Fijo 09064019788 BOX42WR29C 150PPM,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD']"
Anuncio de atención al cliente. Recientemente intentamos realizarle una entrega pero no pudimos hacerlo. Llame al 07099833605 para reprogramar. Ref:9280114,1,Anuncio de atención al cliente. Recientemente intentamos realizarle una entrega pero no pudimos hacerlo. Llame al 07099833605 para reprogramar. Ref:9280114,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'PHONE']"
¡PRIVADO! Su estado de cuenta de 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. no canjeados. Llamar 08719899217 Código Identificador: 41685 Vence el 11/07/04,1,PRIVADO Su estado de cuenta de 2003 para 07808 XXXXXX muestra 800 puntos S. I. M. no canjeados. Llamar 08719899217 Código Identificador: 41685 Vence el 11/07/04,"['CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
Tono de llamada superior gratuito -subir al tono de llamada semanal-obtener la primera semana gratis-enviar SUBPOLY al 81618-?3 por semana-detener sms-08718727870,1,Tono de llamada superior gratuito subir al tono de llamada semanal obtener la primera semana gratis enviar SUBPOLY al 81618 3 por semana detener sms 08718727870,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']"
"Esta es la segunda vez que intentamos comunicarnos con usted. Has ganado el premio de 400 £. 2 reclamar es fácil, ¡solo llama al 087104711148 AHORA! Sólo 10p por minuto. BT-tarifa-nacional",1,Esta es la segunda vez que intentamos comunicarnos con usted. Has ganado el premio de 400 . 2 reclamar es fácil solo llama al 087104711148 AHORA Sólo 10p por minuto. BT tarifa nacional,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
8007 25p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Envíe un mensaje de texto con TONE CHARITY al 8007 para nokias o POLY CHARITY para polis :zed 08701417012 beneficio 2 caridad,1,8007 25p 4 La canción Children in Need de Alfie Moon en tu mafia. Dile a tus m8. Envíe un mensaje de texto con TONE CHARITY al 8007 para nokias o POLY CHARITY para polis :zed 08701417012 beneficio 2 caridad,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD']"
Hola. Necesitamos algunos pájaros y tipos elegantes que utilicen productos de prueba para c0pneys. ¿Puedo bajarte? Necesito tu dirección y fecha de nacimiento lo antes posible. tar,1,Hola. Necesitamos algunos pájaros y tipos elegantes que utilicen productos de prueba para c0pneys. Puedo bajarte Necesito tu dirección y fecha de nacimiento lo antes posible. tar,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
¡Urgente! Por favor llame al 09061213237 desde un teléfono fijo. å£5000 en efectivo o unas vacaciones de 4* esperan su recogida. Términos y condiciones SAE PO Box 177 M227XY. 16+,1,Urgente Por favor llame al 09061213237 desde un teléfono fijo. å 5000 en efectivo o unas vacaciones de 4 esperan su recogida. Términos y condiciones SAE PO Box 177 M227XY. 16,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'MONEY', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"El saldo de efectivo de su HMV Quiz es actualmente de £ 500. Para maximizar su ingreso de efectivo, envíe HMV1 al 86688 solo 150 p/ms.",1,El saldo de efectivo de su HMV Quiz es actualmente de 500. Para maximizar su ingreso de efectivo envíe HMV1 al 86688 solo 150 p/ms.,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
Has ganado un nokia 6230 y una cámara digital gratuita. Esto es lo que obtienes cuando ganas nuestra subasta GRATUITA. Para participar envía NOKIA al 83383 ahora. POBOX114/14TCR/W1 16,1,Has ganado un nokia 6230 y una cámara digital gratuita. Esto es lo que obtienes cuando ganas nuestra subasta GRATUITA. Para participar envía NOKIA al 83383 ahora. POBOX114/14TCR/W1 16,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
"HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional",1,HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional,"['CAPS', 'CAPS', 'CAPS', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD']"
Se ha enviado un enlace a tu foto. También puedes usar http://alto18.co.uk/wave/wave.asp?o=44345,1,Se ha enviado un enlace a tu foto. También puedes usar http://alto18.co.uk/wave/wave.asp o 44345,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'URL']"
"Gracias por su pedido de tono de llamada, número de referencia R836. Se cargará a tu móvil 4,50 £. Si su tono no llega, llame a atención al cliente al 09065069154",1,Gracias por su pedido de tono de llamada número de referencia R836. Se cargará a tu móvil 4 50 . Si su tono no llega llame a atención al cliente al 09065069154,"['WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE']"
07732584351 - Rodger Burns - MSG = Intentamos llamarlo para responder a nuestro SMS y solicitar un móvil Nokia + una videocámara gratis. Por favor llame ahora al 08000930705 para la entrega mañana.,1,07732584351 Rodger Burns MSG Intentamos llamarlo para responder a nuestro SMS y solicitar un móvil Nokia una videocámara gratis. Por favor llame ahora al 08000930705 para la entrega mañana.,"['PHONE', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'CAPS', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'WORD', 'PHONE', 'WORD', 'WORD', 'WORD', 'WORD']"
